count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
6363,2000,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,188,20226,107,2776,885,80,127,441,923,509,2965,26262
6363,2000,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,1,191,21921,159,2769,996,113,107,383,915,623,3137,28177
6363,2001,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,2,255,20744,83,2483,1016,79,61,355,968,744,3223,26788
6363,2001,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,2,200,21403,110,2760,923,143,129,294,1000,737,3226,27699
6363,2002,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,1,226,23317,149,2761,1057,98,159,234,1336,503,3387,29840
6363,2002,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,1,172,21938,108,2632,842,96,134,217,1128,575,2992,27842
6363,2003,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,1,197,20421,70,2885,888,89,54,384,1048,592,3055,26628
6363,2003,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,130,18951,91,2190,782,103,64,268,1277,359,2853,24215
6363,2004,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,101,22151,75,2959,831,111,98,422,1151,659,3272,28558
6363,2004,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,130,20114,79,2650,780,131,69,274,1188,617,3059,26032
6363,2005,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,1,113,19933,65,2733,921,139,176,184,1299,683,3402,26246
6363,2005,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,113,20622,87,2815,799,107,88,310,1137,731,3172,26809
6363,2006,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,148,21032,48,3110,639,113,118,278,1322,639,3109,27447
6363,2006,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,145,22176,60,2952,649,124,134,184,1121,796,3008,28341
6363,2007,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,149,20120,43,2655,746,109,113,201,1273,791,3233,26200
6363,2007,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,201,21733,72,3202,781,145,103,238,1219,897,3383,28591
6363,2008,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,197,24285,106,3645,715,89,72,228,1114,654,2872,31105
6363,2008,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,149,22751,74,2708,704,122,89,191,1428,583,3117,28799
6363,2009,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,216,24752,109,3049,573,97,51,203,1036,650,2610,30736
6363,2009,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,203,21765,100,2509,470,80,44,121,1405,314,2434,27011
6363,2010,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,1,106,20814,45,3237,628,113,65,205,1463,580,3054,27256
6363,2010,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,1,107,20997,63,2716,673,106,65,292,1080,849,3065,26948
6363,2011,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,238,20991,64,2915,644,75,134,118,1249,544,2764,26972
6363,2011,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,143,18892,101,2799,841,190,200,92,1027,939,3289,25224
6363,2012,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,184,20948,109,3078,652,107,76,127,949,818,2728,27047
6363,2012,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,125,17247,45,3180,682,139,109,78,859,999,2865,23461
6363,2013,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,102,18550,64,2865,631,135,90,104,449,1246,2656,24238
6363,2013,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,119,19133,78,2874,613,98,92,110,446,1229,2589,24794
6363,2014,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,145,20357,77,3048,605,112,130,171,1103,856,2979,26606
6363,2014,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,140,18672,81,2872,444,91,101,133,958,882,2609,24374
6363,2015,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,160,22695,83,3552,683,93,150,166,1055,926,3072,29563
6363,2015,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,140,22362,98,3925,670,115,127,150,951,1047,3061,29585
6363,2016,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Estimated,"Estimated using previous year's AADF on this link",N,0,167,23374,85,3835,724,90,170,173,1014,968,3140,30601
6363,2016,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Estimated,"Estimated using previous year's AADF on this link",S,0,145,23031,100,4239,711,112,144,157,914,1095,3133,30648
6363,2017,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",N,0,154,22811,80,4010,580,160,176,121,1153,973,3162,30216
6363,2017,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651983,-1.27623531,4.60,2.86,Counted,"Manual count",S,0,158,22419,153,4870,677,156,206,190,1120,1047,3395,30995
6363,2018,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",N,0,154,21626,74,3994,561,153,172,116,1109,933,3045,28893
6363,2018,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",S,0,158,21292,141,4859,657,149,202,183,1079,1006,3276,29727
6363,2019,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Manual count",N,0,187,22126,65,4452,702,126,131,168,1188,858,3172,30003
6363,2019,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Manual count",S,0,123,22507,92,4169,591,169,150,142,1046,998,3095,29986
6363,2020,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",N,0,114,15287,41,3639,595,109,114,148,1073,745,2784,21865
6363,2020,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",S,0,73,15231,57,3338,491,143,127,123,926,849,2659,21357
6363,2021,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",N,0,130,17260,49,4303,681,122,131,167,1166,827,3094,24835
6363,2021,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",S,0,89,18138,72,4162,592,168,155,147,1061,993,3116,25576
6363,2022,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Manual count",N,0,338,22516,94,4585,887,109,173,147,496,1792,3604,31136
6363,2022,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Manual count",S,0,197,21527,97,4714,826,139,148,116,738,1659,3625,30160
6363,2023,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",N,0,303,21068,87,4367,827,98,150,137,458,1602,3271,29096
6363,2023,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86,Counted,"Automatic counter",S,0,188,21418,95,4775,818,133,136,115,725,1577,3504,29980
6434,2000,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,1,18,5396,36,682,258,27,50,32,120,50,537,6669
6434,2000,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,1,29,5054,31,613,330,42,40,53,121,67,653,6380
6434,2001,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,1,20,5412,35,705,255,31,50,29,105,57,527,6699
6434,2001,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,1,32,5069,30,634,326,49,40,47,106,77,645,6410
6434,2002,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,0,73,5447,32,623,278,40,16,50,110,77,571,6746
6434,2002,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,0,60,5186,31,724,274,55,24,64,120,88,625,6626
6434,2003,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,89,5496,33,702,273,42,17,47,96,83,558,6878
6434,2003,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,74,5233,32,816,269,57,26,60,105,95,612,6767
6434,2004,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,92,5502,29,708,283,45,19,44,84,90,565,6896
6434,2004,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,76,5238,28,822,279,62,29,56,91,103,620,6784
6434,2005,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,0,70,5599,36,766,195,32,32,46,100,61,466,6937
6434,2005,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,1,54,5627,35,810,183,30,28,35,131,76,483,7009
6434,2006,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,59,5756,34,803,198,32,34,43,92,69,468,7120
6434,2006,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,1,45,5785,33,849,186,30,30,33,121,85,485,7197
6434,2007,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,0,64,5879,20,802,188,52,47,48,107,75,517,7282
6434,2007,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,0,66,5879,25,900,202,47,51,36,110,87,533,7403
6434,2008,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,62,5838,20,804,183,57,49,45,101,79,514,7238
6434,2008,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,64,5838,25,901,197,52,53,34,104,92,532,7360
6434,2009,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,0,39,6048,15,834,159,32,24,27,112,83,437,7373
6434,2009,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,0,61,5694,13,840,184,44,31,31,98,73,461,7069
6434,2010,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,35,5903,16,856,166,32,21,32,107,84,442,7252
6434,2010,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,54,5557,14,862,193,44,27,36,93,74,467,6954
6434,2011,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,34,5868,16,876,163,34,23,24,104,87,435,7229
6434,2011,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,53,5524,14,882,190,47,30,27,90,77,461,6934
6434,2012,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,33,5826,16,912,162,36,26,18,102,92,436,7223
6434,2012,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,52,5484,14,918,188,50,34,21,88,81,463,6931
6434,2013,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",E,0,14,6230,14,741,143,30,28,26,64,136,429,7428
6434,2013,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Counted,"Manual count",W,0,17,5592,16,822,143,16,27,27,65,127,406,6853
6434,2014,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,15,6373,16,795,137,31,29,26,60,146,429,7628
6434,2014,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,17,5721,18,883,137,17,28,27,61,135,405,7044
6434,2015,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,15,6565,16,884,143,35,30,34,62,151,455,7936
6434,2015,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,18,5893,18,981,143,19,29,35,63,140,430,7340
6434,2016,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,15,6647,16,955,150,34,35,35,58,156,467,8099
6434,2016,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,18,5966,18,1059,150,18,34,36,59,145,441,7503
6434,2017,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",E,0,15,6639,15,1010,155,35,36,35,58,160,479,8158
6434,2017,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525279,-1.56649652,6.50,4.04,Estimated,"Estimated using previous year's AADF on this link",W,0,17,5959,17,1121,155,19,35,37,59,149,452,7568
6434,2018,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",E,0,14,6607,14,1058,157,36,38,35,58,164,487,8181
6434,2018,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",W,0,17,5931,16,1174,157,19,37,37,59,152,460,7599
6434,2019,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Counted,"Manual count",E,0,55,6065,26,884,164,47,22,15,38,203,490,7520
6434,2019,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Counted,"Manual count",W,0,82,6750,15,1022,203,44,23,10,40,201,522,8391
6434,2020,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",E,0,41,4429,17,757,148,41,19,13,35,182,438,5681
6434,2020,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",W,0,61,4929,10,875,183,38,20,9,37,180,467,6342
6434,2021,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",E,0,42,4843,20,867,161,44,21,14,37,192,468,6240
6434,2021,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",W,0,63,5390,11,1002,199,41,22,10,39,190,500,6967
6434,2022,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",E,0,46,5199,21,966,166,45,21,15,38,197,482,6714
6434,2022,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Estimated,"Estimated using previous year's AADF on this link",W,0,70,5785,12,1116,205,43,22,10,40,195,515,7498
6434,2023,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Counted,"Manual count",E,0,50,5718,36,1091,194,35,104,21,48,214,616,7512
6434,2023,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10,Counted,"Manual count",W,0,67,6022,36,1230,198,24,94,14,39,181,549,7904
6925,2000,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",N,2,26,1392,3,165,40,7,1,0,2,0,50,1636
6925,2000,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",S,1,34,1411,3,211,37,5,2,3,3,0,50,1709
6925,2001,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,2,29,1396,3,171,39,8,1,0,2,0,50,1649
6925,2001,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,1,38,1415,3,218,37,6,2,3,3,0,51,1725
6925,2002,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",N,2,18,1274,7,227,57,2,2,8,3,0,72,1598
6925,2002,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",S,3,12,1295,6,199,66,1,0,9,1,0,77,1589
6925,2003,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,2,22,1285,7,256,56,2,2,8,3,0,71,1641
6925,2003,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,3,15,1307,6,224,65,1,0,8,1,0,75,1627
6925,2004,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,2,23,1287,6,258,58,2,2,7,2,0,71,1645
6925,2004,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,2,15,1308,5,226,67,1,0,8,1,0,77,1631
6925,2005,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,2,21,1285,6,271,57,2,3,6,2,0,70,1653
6925,2005,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,3,14,1307,5,237,66,1,0,7,1,0,75,1638
6925,2006,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",N,1,21,1442,1,255,37,3,0,1,2,0,43,1762
6925,2006,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Counted,"Manual count",S,0,14,1449,2,240,43,2,2,0,0,1,48,1753
6925,2007,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,21,1404,1,282,40,3,0,1,2,0,46,1754
6925,2007,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,14,1411,2,265,47,2,2,0,0,1,52,1744
6925,2008,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,21,1352,1,282,38,3,0,1,2,0,44,1700
6925,2008,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,14,1359,2,265,44,2,2,0,0,1,49,1689
6925,2009,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,22,1336,1,287,35,3,0,1,2,0,41,1687
6925,2009,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,15,1343,2,270,40,2,2,0,0,1,45,1675
6925,2010,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,19,1311,1,295,37,3,0,1,2,0,43,1669
6925,2010,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,13,1317,2,278,42,2,2,0,0,1,47,1657
6925,2011,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,21,1315,1,312,38,3,0,1,2,0,44,1693
6925,2011,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,14,1321,2,294,43,2,2,0,0,1,48,1679
6925,2012,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,19,1278,1,327,38,3,0,1,2,0,44,1670
6925,2012,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,13,1284,2,308,44,2,2,0,0,1,49,1656
6925,2013,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,20,1254,1,351,38,4,0,1,2,0,44,1670
6925,2013,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,13,1260,2,331,43,2,3,0,0,1,49,1655
6925,2014,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",N,1,20,1272,1,378,38,4,0,1,2,0,44,1715
6925,2014,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383829,-1.13409781,7.10,4.41,Estimated,"Estimated using previous year's AADF on this link",S,0,13,1278,2,356,43,3,3,0,0,1,49,1698
